year,month,rank_ME,rank_IA,rank_ROE,nstocks,ret_vw,retx_vw
1976,11,1,3,1,99,2.9118,2.4021
1976,11,1,3,2,119,4.3060,3.7222
1976,11,1,3,3,118,5.5560,5.3592
1976,11,2,1,1,17,0.6974,0.1969
1976,11,2,1,2,52,2.3514,1.7804
1976,11,2,1,3,24,-2.8120,-3.2148
1976,11,2,2,1,69,2.1676,1.4273
1976,11,2,2,2,137,1.3297,-0.0267
1976,11,2,2,3,73,-0.3553,-0.9290
1976,11,2,3,1,29,1.5551,0.9120
1976,11,2,3,2,110,-1.2287,-1.6803
1976,11,2,3,3,128,-0.3652,-0.8007
1976,12,1,1,1,314,11.0211,10.6992
1976,12,1,1,2,171,10.6589,10.3265
1976,12,1,1,3,140,9.5960,9.2677
1976,12,1,2,1,165,8.6622,8.2574
1976,12,1,2,2,183,10.0747,9.7680
1976,12,1,2,3,125,11.4964,11.2539
1976,12,1,3,1,109,7.2517,6.9509
1976,12,1,3,2,109,8.9783,8.7791
1976,12,1,3,3,122,8.8431,8.5217
1976,12,2,1,1,18,9.1226,9.0771
1976,12,2,1,2,52,6.9776,6.7652
1976,12,2,1,3,23,6.4353,6.0862
1976,12,2,2,1,61,6.4728,6.2550
1976,12,2,2,2,145,5.7694,5.6175
1976,12,2,2,3,74,4.2880,4.0654
1976,12,2,3,1,32,8.4554,8.1538
1976,12,2,3,2,109,5.6747,5.5006
1976,12,2,3,3,126,3.6757,3.5537
1977,1,1,1,1,304,3.3864,3.2139
1977,1,1,1,2,170,2.4510,2.2262
1977,1,1,1,3,138,1.8826,1.7419
1977,1,1,2,1,157,1.9017,1.6532
1977,1,1,2,2,185,1.5241,1.2097
1977,1,1,2,3,120,2.8229,2.6725
1977,1,1,3,1,112,1.6942,1.6121
1977,1,1,3,2,106,2.3277,2.1057
1977,1,1,3,3,119,1.3393,1.1183
1977,1,2,1,1,19,-1.8899,-2.4896
1977,1,2,1,2,52,-2.9574,-3.3394
1977,1,2,1,3,22,-5.1420,-5.1820
1977,1,2,2,1,64,-1.4902,-1.7456
1977,1,2,2,2,143,-2.5815,-2.6780
1977,1,2,2,3,73,-7.2004,-7.2745
1977,1,2,3,1,33,-2.1944,-2.4783
1977,1,2,3,2,111,-6.2169,-6.4161
1977,1,2,3,3,123,-5.1590,-5.3185
1977,2,1,1,1,300,-1.6388,-1.8949
1977,2,1,1,2,171,-1.0313,-1.4325
1977,2,1,1,3,134,-1.0164,-1.2794
1977,2,1,2,1,159,-1.6481,-2.0938
1977,2,1,2,2,175,0.3636,-0.1790
1977,2,1,2,3,121,0.3333,-0.2009
1977,2,1,3,1,108,-2.4044,-2.7415
1977,2,1,3,2,104,-1.4699,-1.8873
1977,2,1,3,3,114,-0.9628,-1.2326
1977,2,2,1,1,27,-2.7214,-3.1981
1977,2,2,1,2,44,-2.2898,-2.7583
1977,2,2,1,3,22,-2.2615,-2.6276
1977,2,2,2,1,61,-2.3411,-3.2701
1977,2,2,2,2,146,-1.2624,-2.2923
1977,2,2,2,3,71,-1.4118,-1.8541
1977,2,2,3,1,29,-3.2436,-3.9880
1977,2,2,3,2,113,-2.4310,-2.9909
1977,2,2,3,3,126,-1.2007,-1.6576
1977,3,1,1,1,311,-1.9751,-2.2480
1977,3,1,1,2,177,1.2137,0.8242
1977,3,1,1,3,129,0.1892,-0.1581
1977,3,1,2,1,162,0.4143,0.1723
1977,3,1,2,2,185,0.6607,0.3116
1977,3,1,2,3,119,1.5150,1.1536
1977,3,1,3,1,122,1.1483,0.9099
1977,3,1,3,2,105,-0.9169,-1.3407
1977,3,1,3,3,111,1.3445,1.0176
1977,3,2,1,1,25,-0.4314,-0.6200
1977,3,2,1,2,45,-2.2494,-2.4644
1977,3,2,1,3,26,1.1724,0.7756
1977,3,2,2,1,63,-1.0090,-1.2664
1977,3,2,2,2,142,-1.0238,-1.1946
1977,3,2,2,3,73,-3.1950,-3.4375
1977,3,2,3,1,31,-0.1196,-0.2570
1977,3,2,3,2,106,-1.5441,-1.7000
1977,3,2,3,3,131,-1.0081,-1.1911
1977,4,1,1,1,319,1.2907,1.0859
1977,4,1,1,2,176,3.6107,3.4658
1977,4,1,1,3,126,3.6774,3.6075
1977,4,1,2,1,161,0.3894,0.1897
1977,4,1,2,2,185,0.0691,-0.1554
1977,4,1,2,3,120,2.8094,2.5508
1977,4,1,3,1,116,-0.8731,-0.9892
1977,4,1,3,2,110,1.7262,1.5578
1977,4,1,3,3,115,2.4606,2.3172
1977,4,2,1,1,23,0.3255,0.2921
1977,4,2,1,2,48,1.4435,1.1570
1977,4,2,1,3,25,0.0616,0.0168
1977,4,2,2,1,62,1.0669,0.9803
1977,4,2,2,2,145,1.1619,0.9755
1977,4,2,2,3,71,-0.0422,-0.1243
1977,4,2,3,1,34,1.3964,1.2224
1977,4,2,3,2,107,1.5016,1.3022
1977,4,2,3,3,128,-3.0068,-3.0825
1977,5,1,1,1,312,-1.5513,-1.8623
1977,5,1,1,2,176,0.6854,0.2913
1977,5,1,1,3,135,0.1416,-0.2137
1977,5,1,2,1,170,0.6130,-0.0275
1977,5,1,2,2,185,-0.2105,-0.7429
1977,5,1,2,3,118,-0.5512,-1.0928
1977,5,1,3,1,113,-1.9502,-2.2551
1977,5,1,3,2,111,-0.1443,-0.6564
1977,5,1,3,3,121,1.5943,1.3319
1977,5,2,1,1,29,-3.0481,-3.5274
1977,5,2,1,2,47,-1.2541,-2.1859
1977,5,2,1,3,25,-0.1351,-0.4102
1977,5,2,2,1,64,-3.5469,-4.3055
1977,5,2,2,2,158,-0.5100,-1.5741
1977,5,2,2,3,73,-0.4684,-1.4835
1977,5,2,3,1,33,-2.2479,-2.8311
1977,5,2,3,2,119,-1.8664,-2.5888
1977,5,2,3,3,134,-1.7930,-2.3692
1977,6,1,1,1,319,7.5638,7.2853
1977,6,1,1,2,177,6.6906,6.2826
1977,6,1,1,3,130,9.6462,9.2420
1977,6,1,2,1,178,5.5043,5.2533
1977,6,1,2,2,181,6.8264,6.5004
1977,6,1,2,3,117,6.9067,6.5876
1977,6,1,3,1,108,6.4162,6.1734
1977,6,1,3,2,123,7.9813,7.6902
1977,6,1,3,3,117,9.2087,8.8940
1977,6,2,1,1,28,2.3069,2.0572
1977,6,2,1,2,51,3.5581,3.2849
1977,6,2,1,3,23,5.6893,5.5011
1977,6,2,2,1,71,2.1777,1.9109
1977,6,2,2,2,154,4.1955,3.9927
1977,6,2,2,3,72,4.9172,4.6531
1977,6,2,3,1,34,5.2217,4.9919
1977,6,2,3,2,116,4.0594,3.8474
1977,6,2,3,3,140,6.7800,6.6067
1977,7,1,1,1,340,-0.8645,-0.9600
1977,7,1,1,2,156,1.0737,0.8813
1977,7,1,1,3,111,-0.5362,-0.8692
1977,7,1,2,1,173,-2.4876,-2.6402
1977,7,1,2,2,186,-0.1832,-0.4288
1977,7,1,2,3,110,-0.3186,-0.4586
1977,7,1,3,1,128,-1.6579,-1.8149
1977,7,1,3,2,133,-1.4455,-1.6052
1977,7,1,3,3,133,-1.1426,-1.2971
1977,7,2,1,1,36,-2.3607,-2.3977
1977,7,2,1,2,63,-1.9018,-1.9436
1977,7,2,1,3,22,0.5637,0.2720
1977,7,2,2,1,60,-4.8125,-4.9774
1977,7,2,2,2,176,-1.3668,-1.4412
1977,7,2,2,3,99,-0.7720,-1.0198
1977,7,2,3,1,23,-2.3495,-2.7864
1977,7,2,3,2,87,-1.5894,-1.6649
1977,7,2,3,3,133,-2.0400,-2.1382
1977,8,1,1,1,322,-1.6893,-2.1640
1977,8,1,1,2,155,-2.6638,-3.0556
1977,8,1,1,3,126,-2.8023,-3.0230
1977,8,1,2,1,176,-2.6864,-3.0166
1977,8,1,2,2,182,-1.3883,-2.0027
1977,8,1,2,3,112,0.0067,-0.5470
1977,8,1,3,1,137,-1.5463,-1.8854
1977,8,1,3,2,118,-0.8308,-1.3812
1977,8,1,3,3,136,-0.6435,-0.9893
1977,8,2,1,1,33,-3.9250,-4.7608
1977,8,2,1,2,61,0.7644,0.0875
1977,8,2,1,3,26,-0.5721,-0.9945
1977,8,2,2,1,63,-3.1056,-4.0326
1977,8,2,2,2,167,-2.5963,-3.6925
1977,8,2,2,3,102,-0.0270,-0.6700
1977,8,2,3,1,27,0.4341,-0.0160
1977,8,2,3,2,86,-2.7315,-3.4920
1977,8,2,3,3,127,-0.1577,-0.6756
1977,9,1,1,1,312,0.4162,0.0512
1977,9,1,1,2,165,1.3150,1.0183
1977,9,1,1,3,125,1.7011,1.3357
1977,9,1,2,1,160,-0.0040,-0.3922
1977,9,1,2,2,189,1.5397,1.2715
1977,9,1,2,3,118,2.4817,2.1502
1977,9,1,3,1,124,0.0814,-0.1878
1977,9,1,3,2,109,1.2679,1.0773
1977,9,1,3,3,158,1.3855,1.1372
1977,9,2,1,1,33,-0.8992,-1.2525
1977,9,2,1,2,62,-2.2764,-2.6710
1977,9,2,1,3,25,1.2853,0.9239
1977,9,2,2,1,71,-1.0269,-1.4232
1977,9,2,2,2,170,0.9456,0.8246
1977,9,2,2,3,91,0.3377,0.1752
1977,9,2,3,1,33,-0.3864,-0.8672
1977,9,2,3,2,81,0.0640,-0.1354
1977,9,2,3,3,126,-0.6884,-0.9175
1977,10,1,1,1,302,-4.1357,-4.3152
1977,10,1,1,2,168,-2.9258,-3.1613
1977,10,1,1,3,120,-3.4571,-3.6147
1977,10,1,2,1,158,-1.7802,-2.0525
1977,10,1,2,2,186,-0.0120,-0.3202
1977,10,1,2,3,120,-2.5332,-2.6343
1977,10,1,3,1,123,-0.9938,-1.1970
1977,10,1,3,2,105,-3.7801,-3.9955
1977,10,1,3,3,161,-3.8692,-4.0411
1977,10,2,1,1,34,-3.3894,-3.6865
1977,10,2,1,2,60,-4.1106,-4.2135
1977,10,2,1,3,27,-5.8411,-5.9143
1977,10,2,2,1,73,-2.4241,-2.7914
1977,10,2,2,2,167,-4.4363,-4.6568
1977,10,2,2,3,90,-4.1442,-4.3309
1977,10,2,3,1,33,-4.2817,-4.8236
1977,10,2,3,2,85,-4.3370,-4.5270
1977,10,2,3,3,122,-3.1819,-3.2872
1977,11,1,1,1,297,7.6820,7.2076
1977,11,1,1,2,157,9.5684,8.9427
1977,11,1,1,3,119,11.4865,11.1239
1977,11,1,2,1,160,7.1751,6.6697
1977,11,1,2,2,172,9.7486,9.1884
1977,11,1,2,3,119,9.9956,9.4400
1977,11,1,3,1,127,4.6991,4.3120
1977,11,1,3,2,107,8.0902,7.5137
1977,11,1,3,3,154,9.9127,9.5311
1977,11,2,1,1,32,2.2523,1.5743
1977,11,2,1,2,50,6.4508,5.7860
1977,11,2,1,3,28,5.3610,4.8178
1977,11,2,2,1,74,3.0716,2.0818
1977,11,2,2,2,160,3.2154,1.8042
1977,11,2,2,3,77,4.2129,3.3685
1977,11,2,3,1,27,4.8788,4.2135
1977,11,2,3,2,87,3.6136,2.8239
1977,11,2,3,3,119,4.2143,3.5981
1977,12,1,1,1,302,0.3899,0.0074
1977,12,1,1,2,161,2.1532,1.8232
1977,12,1,1,3,115,3.8505,3.5681
1977,12,1,2,1,160,0.6794,0.2549
1977,12,1,2,2,179,0.8463,0.4354
1977,12,1,2,3,112,1.6828,1.3544
1977,12,1,3,1,123,0.5333,0.2697
1977,12,1,3,2,120,1.8562,1.6748
1977,12,1,3,3,144,3.1024,2.8532
1977,12,2,1,1,31,1.5386,1.2537
1977,12,2,1,2,48,-0.6400,-1.0101
1977,12,2,1,3,30,-1.4539,-1.9334
1977,12,2,2,1,73,0.8893,0.6782
1977,12,2,2,2,161,0.7398,0.6279
1977,12,2,2,3,76,0.9541,0.7709
1977,12,2,3,1,24,-1.7581,-2.0982
1977,12,2,3,2,94,0.1067,-0.1028
1977,12,2,3,3,114,1.5375,1.3156
1978,1,1,1,1,302,-0.5943,-0.7450
1978,1,1,1,2,155,-2.3433,-2.5593
1978,1,1,1,3,116,-4.7358,-4.8782
1978,1,1,2,1,158,-1.3402,-1.6014
1978,1,1,2,2,177,-3.9494,-4.1498
1978,1,1,2,3,117,-4.0993,-4.2826
1978,1,1,3,1,124,-3.5515,-3.7569
1978,1,1,3,2,115,-3.2190,-3.3950
1978,1,1,3,3,146,-5.2655,-5.4245
1978,1,2,1,1,33,-4.9783,-5.3137
1978,1,2,1,2,47,-6.0011,-6.0787
1978,1,2,1,3,29,-4.8757,-4.9497
1978,1,2,2,1,73,-4.9031,-5.2794
1978,1,2,2,2,165,-5.8032,-5.9902
1978,1,2,2,3,72,-5.6798,-5.8392
1978,1,2,3,1,26,-4.8436,-5.1112
1978,1,2,3,2,95,-6.8297,-7.2123
1978,1,2,3,3,111,-5.7544,-5.8958
1978,2,1,1,1,288,3.6616,3.2643
1978,2,1,1,2,159,1.9545,1.4662
1978,2,1,1,3,118,4.0595,3.8492
1978,2,1,2,1,150,2.3150,1.7307
1978,2,1,2,2,174,1.6384,1.0371
1978,2,1,2,3,119,2.1912,1.8287
1978,2,1,3,1,118,0.9675,0.5751
1978,2,1,3,2,124,2.2905,1.7641
1978,2,1,3,3,144,0.7371,0.2775
1978,2,2,1,1,24,-2.3152,-3.3792
1978,2,2,1,2,50,-0.8414,-1.7391
1978,2,2,1,3,33,-2.1222,-2.5353
1978,2,2,2,1,82,-2.5774,-3.6781
1978,2,2,2,2,153,0.2234,-0.9748
1978,2,2,2,3,73,-1.8058,-2.4074
1978,2,2,3,1,31,-2.5662,-3.2208
1978,2,2,3,2,89,-1.8013,-2.4302
1978,2,2,3,3,110,-3.1647,-3.7406
1978,3,1,1,1,279,7.6918,7.3977
1978,3,1,1,2,160,7.9627,7.5481
1978,3,1,1,3,121,9.7384,9.3876
1978,3,1,2,1,141,6.5314,6.3420
1978,3,1,2,2,172,5.8641,5.4823
1978,3,1,2,3,131,8.1457,7.7302
1978,3,1,3,1,117,4.6726,4.4279
1978,3,1,3,2,132,5.8699,5.5924
1978,3,1,3,3,135,5.9823,5.7474
1978,3,2,1,1,26,8.2389,7.6897
1978,3,2,1,2,49,1.2090,0.8862
1978,3,2,1,3,33,5.2599,4.7280
1978,3,2,2,1,87,2.3914,2.1149
1978,3,2,2,2,140,2.6430,2.4997
1978,3,2,2,3,81,4.0178,3.7947
1978,3,2,3,1,26,4.1972,3.4982
1978,3,2,3,2,98,3.5320,3.2166
1978,3,2,3,3,106,0.6827,0.4376
1978,4,1,1,1,277,5.9153,5.8132
1978,4,1,1,2,161,7.1498,6.8938
1978,4,1,1,3,118,9.7079,9.5023
1978,4,1,2,1,160,4.5412,4.3272
1978,4,1,2,2,161,7.7830,7.5327
1978,4,1,2,3,124,9.1712,9.0144
1978,4,1,3,1,118,7.3386,7.1812
1978,4,1,3,2,122,8.0487,7.8055
1978,4,1,3,3,142,9.8897,9.7812
1978,4,2,1,1,27,3.4946,3.4430
1978,4,2,1,2,51,10.7504,10.5788
1978,4,2,1,3,31,10.1177,10.0349
1978,4,2,2,1,89,3.0659,2.8947
1978,4,2,2,2,141,7.4245,7.2389
1978,4,2,2,3,77,11.4764,11.3044
1978,4,2,3,1,26,4.5770,4.3167
1978,4,2,3,2,97,7.7118,7.5211
1978,4,2,3,3,107,11.6684,11.5303
1978,5,1,1,1,283,7.7724,7.3105
1978,5,1,1,2,150,7.5149,7.1626
1978,5,1,1,3,132,6.7018,6.4160
1978,5,1,2,1,162,4.5912,4.1601
1978,5,1,2,2,167,3.8470,3.2593
1978,5,1,2,3,122,5.6571,5.2000
1978,5,1,3,1,121,5.4512,5.0771
1978,5,1,3,2,117,6.9235,6.4378
1978,5,1,3,3,138,7.5081,7.1918
1978,5,2,1,1,32,3.1113,2.6412
1978,5,2,1,2,54,1.1716,0.4149
1978,5,2,1,3,27,6.7878,5.9258
1978,5,2,2,1,76,0.9333,-0.1483
1978,5,2,2,2,163,1.4238,0.2369
1978,5,2,2,3,84,1.7793,0.9024
1978,5,2,3,1,26,4.9592,3.8036
1978,5,2,3,2,102,1.3726,0.6553
1978,5,2,3,3,109,1.4351,0.8638
1978,6,1,1,1,264,-0.7579,-0.9715
1978,6,1,1,2,168,-1.5644,-1.9328
1978,6,1,1,3,130,-0.9309,-1.2262
1978,6,1,2,1,166,0.6428,0.2391
1978,6,1,2,2,175,1.6144,1.2536
1978,6,1,2,3,111,0.9371,0.6811
1978,6,1,3,1,132,-1.0272,-1.2447
1978,6,1,3,2,124,-0.4911,-0.6725
1978,6,1,3,3,122,-0.7379,-1.0136
1978,6,2,1,1,34,-1.4282,-1.8469
1978,6,2,1,2,54,-1.4947,-1.8879
1978,6,2,1,3,27,0.2501,0.0788
1978,6,2,2,1,69,-3.0520,-3.2464
1978,6,2,2,2,163,-1.8203,-2.0247
1978,6,2,2,3,95,-0.9076,-1.0809
1978,6,2,3,1,31,-4.7696,-4.7896
1978,6,2,3,2,103,-1.4014,-1.7811
1978,6,2,3,3,105,-0.3822,-0.6716
1978,7,1,1,1,303,5.6701,5.5835
1978,7,1,1,2,154,4.2604,3.9719
1978,7,1,1,3,101,8.5362,8.2312
1978,7,1,2,1,163,6.1099,5.8442
1978,7,1,2,2,160,4.3944,4.1619
1978,7,1,2,3,110,7.8250,7.5331
1978,7,1,3,1,135,4.3569,4.2212
1978,7,1,3,2,137,6.7347,6.5937
1978,7,1,3,3,150,8.6370,8.5299
1978,7,2,1,1,50,7.1183,6.7030
1978,7,2,1,2,66,5.1387,5.0499
1978,7,2,1,3,24,7.9061,7.8580
1978,7,2,2,1,52,6.2300,5.7596
1978,7,2,2,2,157,4.4746,4.3113
1978,7,2,2,3,105,6.7187,6.5502
1978,7,2,3,1,26,5.2805,5.1227
1978,7,2,3,2,96,5.8475,5.7072
1978,7,2,3,3,104,6.0350,5.8176
1978,8,1,1,1,286,8.4300,8.0581
1978,8,1,1,2,160,10.8681,10.4064
1978,8,1,1,3,108,9.3633,8.9275
1978,8,1,2,1,152,9.5521,9.1104
1978,8,1,2,2,168,4.1618,3.6256
1978,8,1,2,3,111,9.6424,9.2215
1978,8,1,3,1,136,6.0058,5.7525
1978,8,1,3,2,121,6.5419,6.1155
1978,8,1,3,3,166,10.8283,10.5632
1978,8,2,1,1,54,2.5735,1.5566
1978,8,2,1,2,64,4.6214,3.5688
1978,8,2,1,3,22,5.8855,5.2629
1978,8,2,2,1,61,2.3993,1.5124
1978,8,2,2,2,153,3.0822,2.0634
1978,8,2,2,3,99,3.0987,2.3731
1978,8,2,3,1,34,2.8347,2.2627
1978,8,2,3,2,86,4.1266,3.5898
1978,8,2,3,3,102,4.4620,4.1419
1978,9,1,1,1,263,1.0376,0.7900
1978,9,1,1,2,173,-2.0666,-2.3551
1978,9,1,1,3,115,-2.4592,-2.6292
1978,9,1,2,1,151,-1.4853,-1.8180
1978,9,1,2,2,179,-0.4871,-0.7446
1978,9,1,2,3,101,-3.1738,-3.3728
1978,9,1,3,1,119,-1.0567,-1.3825
1978,9,1,3,2,119,-0.4515,-0.7712
1978,9,1,3,3,184,-2.6236,-2.8131
1978,9,2,1,1,53,1.5105,1.1714
1978,9,2,1,2,63,1.5330,1.3502
1978,9,2,1,3,22,-5.1595,-5.2131
1978,9,2,2,1,62,1.2135,1.0849
1978,9,2,2,2,168,0.2236,0.0181
1978,9,2,2,3,83,-2.5354,-2.7482
1978,9,2,3,1,33,1.0069,0.4056
1978,9,2,3,2,85,-0.9008,-1.1919
1978,9,2,3,3,104,-3.0804,-3.2579
1978,10,1,1,1,261,-20.5874,-20.8064
1978,10,1,1,2,169,-20.3240,-20.4998
1978,10,1,1,3,120,-24.8441,-24.9988
1978,10,1,2,1,150,-18.4355,-18.7790
1978,10,1,2,2,184,-16.9900,-17.2774
1978,10,1,2,3,96,-20.4743,-20.6492
1978,10,1,3,1,117,-24.2108,-24.3200
1978,10,1,3,2,119,-18.8714,-19.0515
1978,10,1,3,3,185,-25.6677,-25.8041
1978,10,2,1,1,54,-10.6076,-11.3631
1978,10,2,1,2,65,-10.5884,-10.6948
1978,10,2,1,3,20,-10.2081,-10.2619
1978,10,2,2,1,62,-11.4796,-11.9533
1978,10,2,2,2,171,-8.5430,-8.8861
1978,10,2,2,3,80,-8.1408,-8.2553
1978,10,2,3,1,34,-9.3355,-9.6915
1978,10,2,3,2,82,-10.4919,-10.7726
1978,10,2,3,3,107,-12.2163,-12.4456
1978,11,1,1,1,266,3.9625,3.4871
1978,11,1,1,2,157,5.6852,5.0665
1978,11,1,1,3,110,9.8241,9.4008
1978,11,1,2,1,158,5.5770,4.8102
1978,11,1,2,2,175,5.2321,4.5571
1978,11,1,2,3,86,6.4263,5.9825
1978,11,1,3,1,121,12.1804,11.9249
1978,11,1,3,2,118,5.8074,5.1992
1978,11,1,3,3,175,10.4820,10.1089
1978,11,2,1,1,43,3.9482,2.8856
1978,11,2,1,2,63,3.2040,2.0432
1978,11,2,1,3,21,4.2907,3.3972
1978,11,2,2,1,65,2.7268,2.1490
1978,11,2,2,2,158,2.8418,1.5593
1978,11,2,2,3,71,3.0110,2.1146
1978,11,2,3,1,24,1.1027,0.4617
1978,11,2,3,2,91,4.4055,3.8591
1978,11,2,3,3,104,3.2386,2.8426
1978,12,1,1,1,263,1.6466,1.3033
1978,12,1,1,2,167,1.2890,0.8975
1978,12,1,1,3,103,0.5863,0.3434
1978,12,1,2,1,159,-0.1503,-0.5947
1978,12,1,2,2,164,1.0714,0.6968
1978,12,1,2,3,97,2.0019,1.6548
1978,12,1,3,1,128,1.1761,0.8129
1978,12,1,3,2,114,2.8129,2.3994
1978,12,1,3,3,171,4.8651,4.6158
1978,12,2,1,1,44,-0.5588,-0.7204
1978,12,2,1,2,60,1.3287,0.9511
1978,12,2,1,3,22,2.3758,2.3236
1978,12,2,2,1,67,-1.3915,-1.8071
1978,12,2,2,2,150,0.3529,0.1711
1978,12,2,2,3,74,4.3944,4.2195
1978,12,2,3,1,25,0.0257,-0.2224
1978,12,2,3,2,90,1.7567,1.4154
1978,12,2,3,3,104,2.5706,2.2456
1979,1,1,1,1,264,9.6676,9.4569
1979,1,1,1,2,165,10.6857,10.4935
1979,1,1,1,3,105,11.1958,10.8451
1979,1,1,2,1,161,7.9718,7.6904
1979,1,1,2,2,163,8.0749,7.7984
1979,1,1,2,3,95,7.4693,7.2336
1979,1,1,3,1,127,7.6360,7.4483
1979,1,1,3,2,114,7.0828,6.9604
1979,1,1,3,3,173,7.3104,7.1835
1979,1,2,1,1,43,5.2718,4.7292
1979,1,2,1,2,58,6.3158,6.2178
1979,1,2,1,3,25,1.0145,0.9610
1979,1,2,2,1,73,5.4724,5.2317
1979,1,2,2,2,146,5.3671,5.0328
1979,1,2,2,3,72,2.9219,2.7692
1979,1,2,3,1,25,4.7379,4.5743
1979,1,2,3,2,94,3.7742,3.3528
1979,1,2,3,3,100,3.5559,3.3735
1979,2,1,1,1,260,-2.2531,-2.6472
1979,2,1,1,2,160,-1.9751,-2.4651
1979,2,1,1,3,106,-2.9725,-3.3762
1979,2,1,2,1,144,-3.3397,-4.0004
1979,2,1,2,2,177,-2.2216,-2.7600
1979,2,1,2,3,96,-4.1075,-4.4124
1979,2,1,3,1,120,-0.3778,-0.6227
1979,2,1,3,2,116,-0.3992,-0.9534
1979,2,1,3,3,169,-4.7048,-4.9630
1979,2,2,1,1,45,-1.6335,-2.5080
1979,2,2,1,2,55,-2.0618,-3.1365
1979,2,2,1,3,26,-5.9360,-6.6187
1979,2,2,2,1,69,-1.9034,-3.4168
1979,2,2,2,2,151,-2.4966,-3.2493
1979,2,2,2,3,71,-3.2591,-4.1081
1979,2,2,3,1,36,-1.2723,-1.8771
1979,2,2,3,2,86,-3.0104,-3.4392
1979,2,2,3,3,97,-4.1459,-4.4581
1979,3,1,1,1,234,8.9482,8.6556
1979,3,1,1,2,175,11.3894,11.0690
1979,3,1,1,3,117,12.8278,12.4833
1979,3,1,2,1,134,6.8612,6.5037
1979,3,1,2,2,174,6.7491,6.3777
1979,3,1,2,3,108,11.3846,11.0386
1979,3,1,3,1,124,10.7140,10.2920
1979,3,1,3,2,116,10.0696,9.8039
1979,3,1,3,3,169,11.7100,11.4574
1979,3,2,1,1,45,7.5616,7.2010
1979,3,2,1,2,53,8.0511,7.8347
1979,3,2,1,3,29,7.4116,7.1326
1979,3,2,2,1,71,2.9199,2.7248
1979,3,2,2,2,146,5.8304,5.5522
1979,3,2,2,3,75,5.1237,5.0254
1979,3,2,3,1,40,4.4932,3.7842
1979,3,2,3,2,87,7.3181,7.0483
1979,3,2,3,3,92,7.2032,6.8775
1979,4,1,1,1,244,2.0635,1.8678
1979,4,1,1,2,171,2.4518,2.1801
1979,4,1,1,3,114,6.5090,6.2587
1979,4,1,2,1,138,0.7564,0.4423
1979,4,1,2,2,170,1.8198,1.5396
1979,4,1,2,3,104,1.2080,0.9378
1979,4,1,3,1,126,0.6062,0.4630
1979,4,1,3,2,119,3.1557,3.0260
1979,4,1,3,3,168,3.5448,3.4371
1979,4,2,1,1,45,0.8163,0.6425
1979,4,2,1,2,51,-0.2195,-0.4187
1979,4,2,1,3,31,0.4405,0.3221
1979,4,2,2,1,71,-1.8279,-2.0445
1979,4,2,2,2,142,1.3436,1.0922
1979,4,2,2,3,78,0.3178,0.1431
1979,4,2,3,1,40,-1.2236,-1.6483
1979,4,2,3,2,87,0.8310,0.5653
1979,4,2,3,3,90,0.3646,0.2156
1979,5,1,1,1,266,-1.1425,-1.5261
1979,5,1,1,2,141,1.0462,0.5723
1979,5,1,1,3,129,-0.3303,-0.6837
1979,5,1,2,1,154,-0.5285,-1.0597
1979,5,1,2,2,149,-1.4800,-2.0726
1979,5,1,2,3,111,-2.9688,-3.4034
1979,5,1,3,1,145,-0.3075,-0.6007
1979,5,1,3,2,112,-1.7935,-2.2314
1979,5,1,3,3,155,-1.8759,-2.1419
1979,5,2,1,1,46,-1.8143,-2.6600
1979,5,2,1,2,60,-2.9483,-4.1270
1979,5,2,1,3,31,-1.8096,-2.7712
1979,5,2,2,1,60,-1.1938,-2.7077
1979,5,2,2,2,160,-1.7865,-2.6695
1979,5,2,2,3,87,-1.7547,-2.7873
1979,5,2,3,1,38,-1.1448,-1.7796
1979,5,2,3,2,99,-0.2845,-0.8630
1979,5,2,3,3,83,-1.1647,-1.5378
1979,6,1,1,1,265,3.5628,3.2582
1979,6,1,1,2,149,5.6147,5.3527
1979,6,1,1,3,125,4.0855,3.7374
1979,6,1,2,1,162,7.4204,6.9349
1979,6,1,2,2,151,4.3470,4.0681
1979,6,1,2,3,106,3.5346,3.1712
1979,6,1,3,1,158,6.8608,6.5439
1979,6,1,3,2,113,5.6199,5.3271
1979,6,1,3,3,143,3.9765,3.7388
1979,6,2,1,1,47,3.1012,2.7856
1979,6,2,1,2,60,6.5187,6.2637
1979,6,2,1,3,30,3.3640,3.1682
1979,6,2,2,1,61,2.2103,2.0791
1979,6,2,2,2,157,4.9901,4.6960
1979,6,2,2,3,89,1.8848,1.7230
1979,6,2,3,1,37,4.6665,4.1495
1979,6,2,3,2,100,5.7160,5.3216
1979,6,2,3,3,84,4.7077,4.4826
1979,7,1,1,1,292,1.1837,0.9668
1979,7,1,1,2,137,3.0587,2.7273
1979,7,1,1,3,76,4.5695,4.2925
1979,7,1,2,1,165,3.0553,2.8692
1979,7,1,2,2,141,3.6227,3.3825
1979,7,1,2,3,101,3.8793,3.6398
1979,7,1,3,1,144,2.8288,2.7496
1979,7,1,3,2,144,2.2426,2.0001
1979,7,1,3,3,171,4.0165,3.8656
1979,7,2,1,1,37,5.0664,4.7836
1979,7,2,1,2,76,1.9196,1.5756
1979,7,2,1,3,29,2.7728,2.6044
1979,7,2,2,1,74,0.1146,-0.0872
1979,7,2,2,2,158,1.7722,1.5110
1979,7,2,2,3,101,-0.3355,-0.5539
1979,7,2,3,1,28,1.0540,0.7919
